State,value,Category,Scenario,Variable
NJ_Warren,KS_Jefferson,Non Speciality Crop,RCP85,Set2
NJ_Warren,KS_Wyandotte,Non Speciality Crop,RCP85,Set2
NJ_Warren,KS_Anderson,Non Speciality Crop,RCP85,Set2
NJ_Warren,MO_Saint Louis,Non Speciality Crop,RCP85,Set2
NJ_Warren,KS_Sedgwick,Non Speciality Crop,RCP85,Set2
NJ_Warren,KS_Harvey,Non Speciality Crop,RCP85,Set2
NJ_Warren,KS_Butler,Non Speciality Crop,RCP85,Set2
NM_Chaves,TX_Reeves,Non Speciality Crop,RCP85,Set2
NM_Chaves,TX_Loving,Non Speciality Crop,RCP85,Set2
NM_Chaves,TX_Crane,Non Speciality Crop,RCP85,Set2
NM_Chaves,TX_Concho,Non Speciality Crop,RCP85,Set2
NM_Chaves,TX_Midland,Speciality Crop,RCP85,Set2
NM_Chaves,TX_Culberson,Non Speciality Crop,RCP85,Set2
NM_Chaves,TX_Andrews,Non Speciality Crop,RCP85,Set2
NM_Chaves,TX_Glasscock,Speciality Crop,RCP85,Set2
NM_Chaves,TX_El Paso,Speciality Crop,RCP85,Set2
NM_Chaves,TX_Somervell,Non Speciality Crop,RCP85,Set2
NM_Dona Ana,TX_Crane,Non Speciality Crop,RCP85,Set2
NM_Dona Ana,TX_Loving,Non Speciality Crop,RCP85,Set2
NM_Dona Ana,TX_Reeves,Non Speciality Crop,RCP85,Set2
NM_Dona Ana,TX_Concho,Non Speciality Crop,RCP85,Set2
NM_Dona Ana,TX_Val Verde,Non Speciality Crop,RCP85,Set2
NM_Dona Ana,TX_Midland,Speciality Crop,RCP85,Set2
NM_Dona Ana,AZ_Pima,Non Speciality Crop,RCP85,Set2
NM_Eddy,TX_Crane,Non Speciality Crop,RCP85,Set2
NM_Eddy,TX_Loving,Non Speciality Crop,RCP85,Set2
NM_Eddy,TX_Concho,Non Speciality Crop,RCP85,Set2
NM_Eddy,TX_Reeves,Non Speciality Crop,RCP85,Set2
NM_Eddy,TX_Val Verde,Non Speciality Crop,RCP85,Set2
NM_Eddy,TX_Somervell,Non Speciality Crop,RCP85,Set2
NM_Eddy,TX_Midland,Speciality Crop,RCP85,Set2
NM_Lea,TX_Loving,Non Speciality Crop,RCP85,Set2
NM_Lea,TX_Reeves,Non Speciality Crop,RCP85,Set2
NM_Lea,TX_Crane,Non Speciality Crop,RCP85,Set2
NM_Lea,TX_Concho,Non Speciality Crop,RCP85,Set2
NM_Lea,TX_Andrews,Non Speciality Crop,RCP85,Set2
NM_Lea,TX_Culberson,Non Speciality Crop,RCP85,Set2
NM_Lea,TX_Martin,Non Speciality Crop,RCP85,Set2
NM_Lea,TX_Midland,Speciality Crop,RCP85,Set2
NM_Lea,TX_Somervell,Non Speciality Crop,RCP85,Set2
NM_Lea,TX_King,Non Speciality Crop,RCP85,Set2
NM_Luna,TX_Loving,Non Speciality Crop,RCP85,Set2
NM_Luna,TX_Crane,Non Speciality Crop,RCP85,Set2
NM_Luna,TX_Reeves,Non Speciality Crop,RCP85,Set2
NM_Luna,TX_Concho,Non Speciality Crop,RCP85,Set2
NM_Luna,TX_Val Verde,Non Speciality Crop,RCP85,Set2
NM_Luna,TX_Midland,Speciality Crop,RCP85,Set2
NM_Luna,TX_El Paso,Speciality Crop,RCP85,Set2
NM_Luna,NV_Clark,Non Speciality Crop,RCP85,Set2
NM_Otero,TX_Loving,Non Speciality Crop,RCP85,Set2
NM_Otero,TX_Reeves,Non Speciality Crop,RCP85,Set2
NM_Otero,TX_Crane,Non Speciality Crop,RCP85,Set2
NM_Otero,TX_Concho,Non Speciality Crop,RCP85,Set2
NM_Otero,TX_Midland,Speciality Crop,RCP85,Set2
NM_Otero,TX_Val Verde,Non Speciality Crop,RCP85,Set2
NM_Roosevelt,TX_Loving,Non Speciality Crop,RCP85,Set2
NM_Roosevelt,TX_Reeves,Non Speciality Crop,RCP85,Set2
NM_Roosevelt,TX_Culberson,Non Speciality Crop,RCP85,Set2
NM_Roosevelt,TX_King,Non Speciality Crop,RCP85,Set2
NM_Roosevelt,TX_Andrews,Non Speciality Crop,RCP85,Set2
NM_Roosevelt,TX_El Paso,Speciality Crop,RCP85,Set2
NM_Roosevelt,TX_Gaines,Speciality Crop,RCP85,Set2
NM_Roosevelt,TX_Dawson,Non Speciality Crop,RCP85,Set2
NM_Roosevelt,TX_Cottle,Non Speciality Crop,RCP85,Set2
NM_Roosevelt,TX_Hudspeth,Speciality Crop,RCP85,Set2
NM_San Juan,OK_Alfalfa,Non Speciality Crop,RCP85,Set2
NM_San Juan,OK_Major,Non Speciality Crop,RCP85,Set2
NM_San Juan,OK_Woods,Non Speciality Crop,RCP85,Set2
NM_San Juan,OK_Harper,Non Speciality Crop,RCP85,Set2
NM_San Juan,OK_Woodward,Non Speciality Crop,RCP85,Set2
NM_San Juan,OK_Grant,Non Speciality Crop,RCP85,Set2
NM_San Juan,KS_Harper,Non Speciality Crop,RCP85,Set2
NM_San Juan,KS_Stafford,Non Speciality Crop,RCP85,Set2
NM_San Juan,OK_Garfield,Non Speciality Crop,RCP85,Set2
NM_San Juan,KS_Barber,Non Speciality Crop,RCP85,Set2
NM_Sierra,TX_Loving,Non Speciality Crop,RCP85,Set2
NM_Sierra,TX_Reeves,Non Speciality Crop,RCP85,Set2
NM_Sierra,TX_Midland,Speciality Crop,RCP85,Set2
NM_Sierra,TX_Culberson,Non Speciality Crop,RCP85,Set2
NM_Sierra,TX_El Paso,Speciality Crop,RCP85,Set2
NM_Sierra,TX_Andrews,Non Speciality Crop,RCP85,Set2
NM_Sierra,TX_Crane,Non Speciality Crop,RCP85,Set2
NM_Sierra,TX_Concho,Non Speciality Crop,RCP85,Set2
NM_Sierra,TX_Hudspeth,Speciality Crop,RCP85,Set2
NM_Sierra,TX_Reagan,Non Speciality Crop,RCP85,Set2
NM_Valencia,OK_Harmon,Non Speciality Crop,RCP85,Set2
NM_Valencia,TX_Hall,Non Speciality Crop,RCP85,Set2
NM_Valencia,TX_Hardeman,Non Speciality Crop,RCP85,Set2
NM_Valencia,TX_Collingsworth,Non Speciality Crop,RCP85,Set2
NM_Valencia,NM_Otero,Speciality Crop,RCP85,Set2
NM_Valencia,OK_Beckham,Non Speciality Crop,RCP85,Set2
NM_Valencia,TX_Childress,Non Speciality Crop,RCP85,Set2
NM_Valencia,TX_Foard,Non Speciality Crop,RCP85,Set2
NM_Valencia,NM_Dona Ana,Speciality Crop,RCP85,Set2
NM_Valencia,NM_Luna,Speciality Crop,RCP85,Set2
NV_Lyon,CA_Inyo,Non Speciality Crop,RCP85,Set2
NV_Lyon,OK_Beaver,Non Speciality Crop,RCP85,Set2
NV_Lyon,KS_Seward,Non Speciality Crop,RCP85,Set2
NV_Lyon,OK_Harper,Non Speciality Crop,RCP85,Set2
NV_Lyon,KS_Meade,Non Speciality Crop,RCP85,Set2
NV_Lyon,KS_Clark,Non Speciality Crop,RCP85,Set2
NV_Lyon,OK_Texas,Non Speciality Crop,RCP85,Set2
NV_Lyon,KS_Rush,Non Speciality Crop,RCP85,Set2
NV_Lyon,OK_Woods,Non Speciality Crop,RCP85,Set2
NY_Albany,OR_Josephine,Speciality Crop,RCP85,Set2
NY_Albany,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Albany,IL_Madison,Speciality Crop,RCP85,Set2
NY_Albany,KS_Leavenworth,Non Speciality Crop,RCP85,Set2
NY_Albany,WA_Benton,Speciality Crop,RCP85,Set2
NY_Albany,KS_Jefferson,Non Speciality Crop,RCP85,Set2
NY_Cattaraugus,NJ_Mercer,Speciality Crop,RCP85,Set2
NY_Cayuga,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Cayuga,MD_Talbot,Non Speciality Crop,RCP85,Set2
NY_Cayuga,OR_Josephine,Speciality Crop,RCP85,Set2
NY_Cayuga,MD_Anne Arundel,Non Speciality Crop,RCP85,Set2
NY_Chautauqua,CA_El Dorado,Speciality Crop,RCP85,Set2
NY_Chautauqua,NJ_Salem,Speciality Crop,RCP85,Set2
NY_Chautauqua,NJ_Gloucester,Speciality Crop,RCP85,Set2
NY_Chautauqua,NJ_Monmouth,Speciality Crop,RCP85,Set2
NY_Chautauqua,DE_New Castle,Non Speciality Crop,RCP85,Set2
NY_Chautauqua,NJ_Burlington,Speciality Crop,RCP85,Set2
NY_Clinton,OR_Josephine,Speciality Crop,RCP85,Set2
NY_Clinton,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Clinton,OR_Morrow,Speciality Crop,RCP85,Set2
NY_Clinton,CA_Trinity,Non Speciality Crop,RCP85,Set2
NY_Clinton,UT_Salt Lake,Non Speciality Crop,RCP85,Set2
NY_Clinton,OR_Jackson,Speciality Crop,RCP85,Set2
NY_Clinton,WA_Benton,Speciality Crop,RCP85,Set2
NY_Clinton,WA_Franklin,Speciality Crop,RCP85,Set2
NY_Clinton,UT_Davis,Speciality Crop,RCP85,Set2
NY_Columbia,KS_Leavenworth,Non Speciality Crop,RCP85,Set2
NY_Columbia,UT_Washington,Non Speciality Crop,RCP85,Set2
NY_Columbia,IL_Hancock,Non Speciality Crop,RCP85,Set2
NY_Columbia,KS_Wyandotte,Non Speciality Crop,RCP85,Set2
NY_Columbia,KS_Jefferson,Non Speciality Crop,RCP85,Set2
NY_Columbia,WA_Benton,Speciality Crop,RCP85,Set2
NY_Columbia,UT_Davis,Speciality Crop,RCP85,Set2
NY_Columbia,KS_Crawford,Non Speciality Crop,RCP85,Set2
NY_Columbia,KS_Butler,Non Speciality Crop,RCP85,Set2
NY_Dutchess,UT_Washington,Non Speciality Crop,RCP85,Set2
NY_Dutchess,KS_Wyandotte,Non Speciality Crop,RCP85,Set2
NY_Dutchess,KS_Leavenworth,Non Speciality Crop,RCP85,Set2
NY_Dutchess,KS_Jefferson,Non Speciality Crop,RCP85,Set2
NY_Dutchess,KS_Marion,Non Speciality Crop,RCP85,Set2
NY_Erie,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Erie,CA_El Dorado,Speciality Crop,RCP85,Set2
NY_Erie,NJ_Salem,Speciality Crop,RCP85,Set2
NY_Erie,NJ_Gloucester,Speciality Crop,RCP85,Set2
NY_Erie,OH_Ottawa,Speciality Crop,RCP85,Set2
NY_Erie,NY_Westchester,Non Speciality Crop,RCP85,Set2
NY_Franklin,MI_Wayne,Non Speciality Crop,RCP85,Set2
NY_Genesee,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Genesee,OR_Josephine,Speciality Crop,RCP85,Set2
NY_Genesee,MD_Talbot,Non Speciality Crop,RCP85,Set2
NY_Genesee,IL_Saint Clair,Non Speciality Crop,RCP85,Set2
NY_Livingston,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Livingston,MD_Talbot,Non Speciality Crop,RCP85,Set2
NY_Livingston,OR_Josephine,Speciality Crop,RCP85,Set2
NY_Livingston,MD_Anne Arundel,Non Speciality Crop,RCP85,Set2
NY_Livingston,MO_Shelby,Non Speciality Crop,RCP85,Set2
NY_Livingston,UT_Davis,Speciality Crop,RCP85,Set2
NY_Madison,DE_New Castle,Non Speciality Crop,RCP85,Set2
NY_Monroe,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Monroe,OR_Josephine,Speciality Crop,RCP85,Set2
NY_Monroe,MD_Talbot,Non Speciality Crop,RCP85,Set2
NY_Monroe,WA_Benton,Speciality Crop,RCP85,Set2
NY_Monroe,WA_Walla Walla,Speciality Crop,RCP85,Set2
NY_Monroe,OR_Morrow,Speciality Crop,RCP85,Set2
NY_Monroe,UT_Davis,Speciality Crop,RCP85,Set2
NY_Monroe,CA_El Dorado,Speciality Crop,RCP85,Set2
NY_Monroe,UT_Washington,Non Speciality Crop,RCP85,Set2
NY_Monroe,WA_Franklin,Speciality Crop,RCP85,Set2
NY_Niagara,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Niagara,MD_Talbot,Non Speciality Crop,RCP85,Set2
NY_Niagara,CA_El Dorado,Speciality Crop,RCP85,Set2
NY_Niagara,OR_Josephine,Speciality Crop,RCP85,Set2
NY_Niagara,MD_Anne Arundel,Non Speciality Crop,RCP85,Set2
NY_Niagara,WA_Benton,Speciality Crop,RCP85,Set2
NY_Niagara,WA_Walla Walla,Speciality Crop,RCP85,Set2
NY_Niagara,UT_Davis,Speciality Crop,RCP85,Set2
NY_Niagara,UT_Washington,Non Speciality Crop,RCP85,Set2
NY_Onondaga,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Onondaga,CA_El Dorado,Speciality Crop,RCP85,Set2
NY_Onondaga,NJ_Gloucester,Speciality Crop,RCP85,Set2
NY_Onondaga,NJ_Salem,Speciality Crop,RCP85,Set2
NY_Onondaga,WA_Benton,Speciality Crop,RCP85,Set2
NY_Ontario,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Ontario,MD_Talbot,Non Speciality Crop,RCP85,Set2
NY_Ontario,OR_Josephine,Speciality Crop,RCP85,Set2
NY_Ontario,MD_Anne Arundel,Non Speciality Crop,RCP85,Set2
NY_Ontario,WA_Benton,Speciality Crop,RCP85,Set2
NY_Ontario,UT_Davis,Speciality Crop,RCP85,Set2
NY_Orange,UT_Washington,Non Speciality Crop,RCP85,Set2
NY_Orange,KS_Sedgwick,Non Speciality Crop,RCP85,Set2
NY_Orange,MO_Scott,Non Speciality Crop,RCP85,Set2
NY_Orange,KS_Leavenworth,Non Speciality Crop,RCP85,Set2
NY_Orange,KS_Cowley,Non Speciality Crop,RCP85,Set2
NY_Orange,KS_Anderson,Non Speciality Crop,RCP85,Set2
NY_Orange,CA_Shasta,Speciality Crop,RCP85,Set2
NY_Orange,KS_Harvey,Non Speciality Crop,RCP85,Set2
NY_Orleans,MD_Talbot,Non Speciality Crop,RCP85,Set2
NY_Orleans,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Orleans,WA_Walla Walla,Speciality Crop,RCP85,Set2
NY_Orleans,WA_Benton,Speciality Crop,RCP85,Set2
NY_Orleans,OR_Josephine,Speciality Crop,RCP85,Set2
NY_Orleans,MD_Anne Arundel,Non Speciality Crop,RCP85,Set2
NY_Orleans,UT_Davis,Speciality Crop,RCP85,Set2
NY_Orleans,UT_Washington,Non Speciality Crop,RCP85,Set2
NY_Orleans,VA_Westmoreland,Speciality Crop,RCP85,Set2
NY_Orleans,OR_Morrow,Speciality Crop,RCP85,Set2
NY_Oswego,CA_El Dorado,Speciality Crop,RCP85,Set2
NY_Oswego,NJ_Salem,Speciality Crop,RCP85,Set2
NY_Oswego,NJ_Gloucester,Speciality Crop,RCP85,Set2
NY_Oswego,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Oswego,OR_Umatilla,Speciality Crop,RCP85,Set2
NY_Oswego,WA_Walla Walla,Speciality Crop,RCP85,Set2
NY_Rensselaer,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Rensselaer,IA_Des Moines,Non Speciality Crop,RCP85,Set2
NY_Rensselaer,UT_Salt Lake,Non Speciality Crop,RCP85,Set2
NY_Rensselaer,MO_Shelby,Non Speciality Crop,RCP85,Set2
NY_Rensselaer,OR_Josephine,Speciality Crop,RCP85,Set2
NY_Rensselaer,WA_Benton,Speciality Crop,RCP85,Set2
NY_Saratoga,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Saratoga,MO_Lewis,Non Speciality Crop,RCP85,Set2
NY_Saratoga,UT_Salt Lake,Non Speciality Crop,RCP85,Set2
NY_Saratoga,WA_Franklin,Speciality Crop,RCP85,Set2
NY_Saratoga,OR_Morrow,Speciality Crop,RCP85,Set2
NY_Saratoga,WA_Benton,Speciality Crop,RCP85,Set2
NY_Schoharie,IL_Cook,Speciality Crop,RCP85,Set2
NY_Schoharie,UT_Salt Lake,Non Speciality Crop,RCP85,Set2
NY_Seneca,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Seneca,MD_Talbot,Non Speciality Crop,RCP85,Set2
NY_Seneca,CA_El Dorado,Speciality Crop,RCP85,Set2
NY_Seneca,KS_Butler,Non Speciality Crop,RCP85,Set2
NY_Tompkins,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Tompkins,CA_El Dorado,Speciality Crop,RCP85,Set2
NY_Tompkins,NJ_Mercer,Speciality Crop,RCP85,Set2
NY_Tompkins,WA_Benton,Speciality Crop,RCP85,Set2
NY_Ulster,KS_Leavenworth,Non Speciality Crop,RCP85,Set2
NY_Ulster,KS_Jefferson,Non Speciality Crop,RCP85,Set2
NY_Ulster,UT_Washington,Non Speciality Crop,RCP85,Set2
NY_Ulster,KS_Wyandotte,Non Speciality Crop,RCP85,Set2
NY_Ulster,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Ulster,MD_Talbot,Non Speciality Crop,RCP85,Set2
NY_Ulster,KS_Sedgwick,Non Speciality Crop,RCP85,Set2
NY_Ulster,KS_Harvey,Non Speciality Crop,RCP85,Set2
NY_Ulster,KS_Butler,Non Speciality Crop,RCP85,Set2
NY_Ulster,MO_Butler,Non Speciality Crop,RCP85,Set2
NY_Washington,UT_Davis,Speciality Crop,RCP85,Set2
NY_Washington,OR_Morrow,Speciality Crop,RCP85,Set2
NY_Washington,WA_Benton,Speciality Crop,RCP85,Set2
NY_Washington,OR_Jackson,Speciality Crop,RCP85,Set2
NY_Washington,OR_Josephine,Speciality Crop,RCP85,Set2
NY_Washington,WA_Franklin,Speciality Crop,RCP85,Set2
NY_Wayne,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Wayne,MD_Talbot,Non Speciality Crop,RCP85,Set2
NY_Wayne,OR_Josephine,Speciality Crop,RCP85,Set2
NY_Wayne,WA_Walla Walla,Speciality Crop,RCP85,Set2
NY_Wayne,UT_Davis,Speciality Crop,RCP85,Set2
NY_Wayne,CA_El Dorado,Speciality Crop,RCP85,Set2
NY_Wayne,UT_Washington,Non Speciality Crop,RCP85,Set2
NY_Wayne,WA_Benton,Speciality Crop,RCP85,Set2
NY_Wayne,OR_Morrow,Speciality Crop,RCP85,Set2
NY_Wayne,VA_Essex,Non Speciality Crop,RCP85,Set2
NY_Wyoming,NJ_Burlington,Speciality Crop,RCP85,Set2
NY_Wyoming,DE_New Castle,Non Speciality Crop,RCP85,Set2
NY_Yates,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
NY_Yates,UT_Davis,Speciality Crop,RCP85,Set2
OH_Ashtabula,MD_Talbot,Non Speciality Crop,RCP85,Set2
OH_Ashtabula,IL_Saint Clair,Non Speciality Crop,RCP85,Set2
OH_Ashtabula,VA_Essex,Non Speciality Crop,RCP85,Set2
OH_Ashtabula,NJ_Burlington,Speciality Crop,RCP85,Set2
OH_Ashtabula,PA_Montgomery,Non Speciality Crop,RCP85,Set2
OH_Ashtabula,MD_Anne Arundel,Non Speciality Crop,RCP85,Set2
OH_Ashtabula,IL_Monroe,Non Speciality Crop,RCP85,Set2
OH_Ashtabula,VA_Westmoreland,Speciality Crop,RCP85,Set2
OH_Champaign,UT_Washington,Non Speciality Crop,RCP85,Set2
OH_Champaign,KS_Sedgwick,Non Speciality Crop,RCP85,Set2
OH_Champaign,KS_Harvey,Non Speciality Crop,RCP85,Set2
OH_Champaign,KS_Leavenworth,Non Speciality Crop,RCP85,Set2
OH_Champaign,MO_Saint Louis,Non Speciality Crop,RCP85,Set2
OH_Champaign,KS_Butler,Non Speciality Crop,RCP85,Set2
OH_Champaign,KS_Reno,Non Speciality Crop,RCP85,Set2
OH_Champaign,KS_Cowley,Non Speciality Crop,RCP85,Set2
OH_Erie,UT_Washington,Non Speciality Crop,RCP85,Set2
OH_Erie,MD_Talbot,Non Speciality Crop,RCP85,Set2
OH_Erie,KS_Leavenworth,Non Speciality Crop,RCP85,Set2
OH_Erie,MO_Scott,Non Speciality Crop,RCP85,Set2
OH_Erie,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
OH_Erie,CA_El Dorado,Speciality Crop,RCP85,Set2
OH_Erie,MD_Anne Arundel,Non Speciality Crop,RCP85,Set2
OH_Erie,VA_Essex,Non Speciality Crop,RCP85,Set2
OH_Erie,KS_Jefferson,Non Speciality Crop,RCP85,Set2
OH_Erie,KS_Anderson,Non Speciality Crop,RCP85,Set2
OH_Fulton,UT_Washington,Non Speciality Crop,RCP85,Set2
OH_Fulton,KS_Sedgwick,Non Speciality Crop,RCP85,Set2
OH_Fulton,KS_Harvey,Non Speciality Crop,RCP85,Set2
OH_Fulton,KS_Reno,Non Speciality Crop,RCP85,Set2
OH_Fulton,KS_McPherson,Non Speciality Crop,RCP85,Set2
OH_Fulton,MO_Audrain,Non Speciality Crop,RCP85,Set2
OH_Fulton,MO_Knox,Non Speciality Crop,RCP85,Set2
OH_Fulton,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
OH_Fulton,KS_Cowley,Non Speciality Crop,RCP85,Set2
OH_Fulton,KS_Sumner,Non Speciality Crop,RCP85,Set2
OH_Hancock,UT_Washington,Non Speciality Crop,RCP85,Set2
OH_Hancock,KS_Sedgwick,Non Speciality Crop,RCP85,Set2
OH_Hancock,KS_Harvey,Non Speciality Crop,RCP85,Set2
OH_Hancock,KS_Butler,Non Speciality Crop,RCP85,Set2
OH_Hancock,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
OH_Hancock,CA_Shasta,Speciality Crop,RCP85,Set2
OH_Hancock,MO_Butler,Non Speciality Crop,RCP85,Set2
OH_Hancock,NV_Lincoln,Non Speciality Crop,RCP85,Set2
OH_Henry,UT_Washington,Non Speciality Crop,RCP85,Set2
OH_Henry,KS_Sedgwick,Non Speciality Crop,RCP85,Set2
OH_Henry,KS_Harvey,Non Speciality Crop,RCP85,Set2
OH_Henry,KS_Butler,Non Speciality Crop,RCP85,Set2
OH_Henry,KS_Leavenworth,Non Speciality Crop,RCP85,Set2
OH_Henry,KS_Reno,Non Speciality Crop,RCP85,Set2
OH_Henry,NV_Lincoln,Non Speciality Crop,RCP85,Set2
OH_Henry,KS_Atchison,Non Speciality Crop,RCP85,Set2
OH_Henry,KS_Jefferson,Non Speciality Crop,RCP85,Set2
OH_Henry,KS_Cowley,Non Speciality Crop,RCP85,Set2
OH_Huron,UT_Washington,Non Speciality Crop,RCP85,Set2
OH_Huron,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
OH_Huron,MO_Scott,Non Speciality Crop,RCP85,Set2
OH_Huron,MO_New Madrid,Non Speciality Crop,RCP85,Set2
OH_Huron,NJ_Salem,Speciality Crop,RCP85,Set2
OH_Huron,CA_Shasta,Speciality Crop,RCP85,Set2
OH_Huron,MO_Stoddard,Non Speciality Crop,RCP85,Set2
OH_Mahoning,KS_Anderson,Non Speciality Crop,RCP85,Set2
OH_Mahoning,MO_Scott,Non Speciality Crop,RCP85,Set2
OH_Mahoning,KS_Leavenworth,Non Speciality Crop,RCP85,Set2
OH_Mahoning,KS_Woodson,Non Speciality Crop,RCP85,Set2
OH_Mahoning,UT_Washington,Non Speciality Crop,RCP85,Set2
OH_Mahoning,KS_Crawford,Non Speciality Crop,RCP85,Set2
OH_Mahoning,KS_Bourbon,Non Speciality Crop,RCP85,Set2
OH_Ottawa,UT_Washington,Non Speciality Crop,RCP85,Set2
OH_Ottawa,CA_Shasta,Speciality Crop,RCP85,Set2
OH_Ottawa,MD_Talbot,Non Speciality Crop,RCP85,Set2
OH_Ottawa,NV_Lincoln,Non Speciality Crop,RCP85,Set2
OH_Ottawa,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
OH_Ottawa,CA_Lake,Non Speciality Crop,RCP85,Set2
OH_Ottawa,NJ_Gloucester,Speciality Crop,RCP85,Set2
OH_Ottawa,CA_El Dorado,Speciality Crop,RCP85,Set2
OH_Ottawa,MD_Anne Arundel,Non Speciality Crop,RCP85,Set2
OH_Putnam,UT_Washington,Non Speciality Crop,RCP85,Set2
OH_Putnam,KS_Harvey,Non Speciality Crop,RCP85,Set2
OH_Putnam,KS_Cowley,Non Speciality Crop,RCP85,Set2
OH_Putnam,KS_Sedgwick,Non Speciality Crop,RCP85,Set2
OH_Putnam,KS_Butler,Non Speciality Crop,RCP85,Set2
OH_Putnam,NV_Lincoln,Non Speciality Crop,RCP85,Set2
OH_Putnam,KS_Reno,Non Speciality Crop,RCP85,Set2
OH_Putnam,KS_Jefferson,Non Speciality Crop,RCP85,Set2
OH_Putnam,KS_Leavenworth,Non Speciality Crop,RCP85,Set2
OH_Putnam,KS_Wyandotte,Non Speciality Crop,RCP85,Set2
OH_Sandusky,UT_Washington,Non Speciality Crop,RCP85,Set2
OH_Sandusky,KS_Sedgwick,Non Speciality Crop,RCP85,Set2
OH_Sandusky,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
OH_Sandusky,KS_Harvey,Non Speciality Crop,RCP85,Set2
OH_Sandusky,KS_Butler,Non Speciality Crop,RCP85,Set2
OH_Sandusky,CA_Shasta,Speciality Crop,RCP85,Set2
OH_Sandusky,MO_Butler,Non Speciality Crop,RCP85,Set2
OH_Stark,UT_Washington,Non Speciality Crop,RCP85,Set2
OH_Stark,MO_Butler,Non Speciality Crop,RCP85,Set2
OH_Stark,KS_Crawford,Non Speciality Crop,RCP85,Set2
OH_Stark,MO_Scott,Non Speciality Crop,RCP85,Set2
OH_Stark,KS_Butler,Non Speciality Crop,RCP85,Set2
OH_Stark,MO_New Madrid,Non Speciality Crop,RCP85,Set2
OH_Wayne,KS_Anderson,Non Speciality Crop,RCP85,Set2
OH_Wayne,MO_Scott,Non Speciality Crop,RCP85,Set2
OH_Wayne,NJ_Camden,Speciality Crop,RCP85,Set2
OH_Wayne,IL_Clay,Non Speciality Crop,RCP85,Set2
OH_Wayne,KS_Leavenworth,Non Speciality Crop,RCP85,Set2
OH_Wayne,KS_Crawford,Non Speciality Crop,RCP85,Set2
OH_Wayne,KS_Neosho,Non Speciality Crop,RCP85,Set2
OH_Wayne,UT_Washington,Non Speciality Crop,RCP85,Set2
OH_Wayne,KS_Bourbon,Non Speciality Crop,RCP85,Set2
OH_Wayne,MO_Stoddard,Non Speciality Crop,RCP85,Set2
OH_Wood,UT_Washington,Non Speciality Crop,RCP85,Set2
OH_Wood,KS_Harvey,Non Speciality Crop,RCP85,Set2
OH_Wood,KS_Sedgwick,Non Speciality Crop,RCP85,Set2
OH_Wood,KS_Cowley,Non Speciality Crop,RCP85,Set2
OH_Wood,KS_Reno,Non Speciality Crop,RCP85,Set2
OH_Wood,NV_Lincoln,Non Speciality Crop,RCP85,Set2
OH_Wood,KS_Jefferson,Non Speciality Crop,RCP85,Set2
OH_Wood,KS_Leavenworth,Non Speciality Crop,RCP85,Set2
OH_Wood,KS_Wyandotte,Non Speciality Crop,RCP85,Set2
OH_Wood,CA_Tuolumne,Non Speciality Crop,RCP85,Set2
OK_Atoka,TX_Milam,Speciality Crop,RCP85,Set2
OK_Atoka,TX_Bell,Speciality Crop,RCP85,Set2
OK_Atoka,TX_Falls,Non Speciality Crop,RCP85,Set2
OK_Atoka,TX_Williamson,Speciality Crop,RCP85,Set2
OK_Atoka,TX_McLennan,Non Speciality Crop,RCP85,Set2
OK_Atoka,TX_Hill,Non Speciality Crop,RCP85,Set2
OK_Atoka,TX_Tarrant,Non Speciality Crop,RCP85,Set2
OK_Atoka,TX_Ellis,Speciality Crop,RCP85,Set2
OK_Atoka,TX_Johnson,Non Speciality Crop,RCP85,Set2
OK_Atoka,TX_Travis,Speciality Crop,RCP85,Set2
OK_Bryan,TX_Milam,Speciality Crop,RCP85,Set2
OK_Bryan,TX_Bastrop,Speciality Crop,RCP85,Set2
OK_Bryan,TX_McLennan,Non Speciality Crop,RCP85,Set2
OK_Bryan,TX_Travis,Speciality Crop,RCP85,Set2
